split,trial_id,skipped,mask_file,image_size,chosen_max_dim_px,rotation_deg,dx,dy,obj_munsell,resample_attempts_total,resample_attempts_tint,resample_attempts_object,initial_path,candT_path,candF_path,tint_lab,bg_lab_pre,obj_lab_pre,obj_lab_post_init,bg_lab_post_init,obj_rgb_pre,bg_rgb_pre,tint_rgb,obj_rgb_post_init,bg_rgb_post_init,candT_obj_rgb,candF_obj_rgb,cand_bg_rgb,initial_obj_pre_wavelength_nm,initial_obj_post_wavelength_nm,candT_obj_pre_wavelength_nm,candF_obj_pre_wavelength_nm,background_wavelength_nm
train,156,0,apple2.png,512x512,392,13.5543804527,-12,6,10GY 5/4,1,1,1,train/trial_000156/initial.png,train/trial_000156/candT.png,train/trial_000156/candF.png,"[60.0, 0.25974, 9.43007]","[60.0, 0.0, 0.0]","[51.00375, -15.94128, 12.3825]","[50.92771, -15.57891, 19.12338]","[60.00113, 0.25799, 9.43101]","[101, 129, 100]","[145, 145, 145]","[152, 144, 128]","[106, 128, 88]","[152, 144, 128]","[101, 129, 100]","[106, 128, 88]","[145, 145, 145]",,,,,
train,157,0,apple3.png,512x512,406,-6.10763827229,-2,4,7.5Y 7/8,1,1,1,train/trial_000157/initial.png,train/trial_000157/candT.png,train/trial_000157/candF.png,"[60.0, 16.38267, 17.32878]","[60.0, 0.0, 0.0]","[70.86085, -4.58854, 55.30864]","[72.75137, 23.08526, 65.08254]","[60.00121, 16.38015, 17.3298]","[195, 173, 68]","[145, 145, 145]","[183, 133, 115]","[245, 160, 52]","[183, 133, 115]","[195, 173, 68]","[245, 160, 52]","[145, 145, 145]",,,,,
train,158,0,apple3.png,512x512,398,15.6869885998,-9,-2,7.5P 4/10,1,1,1,train/trial_000158/initial.png,train/trial_000158/candT.png,train/trial_000158/candF.png,"[60.0, 7.96438, -4.3571]","[60.0, 0.0, 0.0]","[40.7365, 39.12431, -28.95932]","[42.1003, 44.90367, -31.4294]","[60.0011, 7.96281, -4.35601]","[136, 71, 144]","[145, 145, 145]","[156, 140, 152]","[146, 69, 152]","[156, 140, 152]","[136, 71, 144]","[146, 69, 152]","[145, 145, 145]",,,,,
train,159,0,apple3.png,512x512,423,27.9092031465,7,-2,10P 5/2,1,1,1,train/trial_000159/initial.png,train/trial_000159/candT.png,train/trial_000159/candF.png,"[60.0, -19.99018, 19.30862]","[60.0, 0.0, 0.0]","[51.00375, 10.15235, -6.85659]","[50.2687, -8.8336, 10.76398]","[60.00109, -19.99148, 19.30929]","[134, 116, 133]","[145, 145, 145]","[121, 154, 110]","[112, 123, 101]","[121, 154, 110]","[134, 116, 133]","[112, 123, 101]","[145, 145, 145]",,,,,
train,160,0,apple1.png,512x512,383,-21.9225869102,3,1,5G 9/2,1,1,1,train/trial_000160/initial.png,train/trial_000160/candT.png,train/trial_000160/candF.png,"[60.0, -18.9482, 0.47943]","[60.0, 0.0, 0.0]","[90.18132, -8.45978, 0.50157]","[90.97855, -32.72136, 2.39468]","[60.00103, -18.94895, 0.48028]","[210, 232, 226]","[145, 145, 145]","[105, 154, 143]","[154, 247, 223]","[105, 154, 143]","[210, 232, 226]","[154, 247, 223]","[145, 145, 145]",,,,,
train,161,0,apple3.png,512x512,402,13.3407759914,1,-10,7.5BG 7/8,1,1,1,train/trial_000161/initial.png,train/trial_000161/candT.png,train/trial_000161/candF.png,"[60.0, 19.45158, 17.58373]","[60.0, 0.0, 0.0]","[70.86085, -32.90942, -14.05751]","[64.92478, -33.03433, -0.80074]","[60.00122, 19.44895, 17.58478]","[54, 191, 198]","[145, 145, 145]","[187, 131, 115]","[73, 173, 158]","[187, 131, 115]","[54, 191, 198]","[73, 173, 158]","[145, 145, 145]",,,,,
train,162,0,apple1.png,512x512,457,19.3802684201,-11,6,5YR 5/4,1,1,1,train/trial_000162/initial.png,train/trial_000162/candT.png,train/trial_000162/candF.png,"[60.0, 4.41154, -1.35104]","[60.0, 0.0, 0.0]","[51.00375, 14.22725, 17.31646]","[51.42464, 18.63003, 17.05395]","[60.0011, 4.40999, -1.34999]","[154, 112, 93]","[145, 145, 145]","[152, 142, 147]","[162, 110, 94]","[152, 142, 147]","[154, 112, 93]","[162, 110, 94]","[145, 145, 145]",,,,,
train,163,0,apple3.png,512x512,401,-43.6319134317,-1,9,7.5R 3/6,1,1,1,train/trial_000163/initial.png,train/trial_000163/candT.png,train/trial_000163/candF.png,"[60.0, 7.37502, -0.21922]","[60.0, 0.0, 0.0]","[30.37867, 29.09774, 14.89293]","[31.90582, 34.28234, 17.08814]","[60.00111, 7.37333, -0.21816]","[117, 51, 50]","[145, 145, 145]","[158, 140, 145]","[128, 49, 50]","[158, 140, 145]","[117, 51, 50]","[128, 49, 50]","[145, 145, 145]",,,,,
train,164,0,apple2.png,512x512,360,-11.2236635201,-2,-2,10P 8/4,1,3,1,train/trial_000164/initial.png,train/trial_000164/candT.png,train/trial_000164/candF.png,"[60.0, -11.59431, -0.35776]","[60.0, 0.0, 0.0]","[80.52685, 17.35861, -10.5531]","[79.64141, 1.54605, -12.38686]","[60.00105, -11.59531, -0.35685]","[224, 190, 220]","[145, 145, 145]","[121, 151, 145]","[189, 197, 220]","[121, 151, 145]","[224, 190, 220]","[189, 197, 220]","[145, 145, 145]",,,,,
train,165,0,apple3.png,512x512,427,7.69931813075,12,-10,7.5PB 3/4,1,1,1,train/trial_000165/initial.png,train/trial_000165/candT.png,train/trial_000165/candF.png,"[60.0, -7.41357, 18.86263]","[60.0, 0.0, 0.0]","[30.37867, 9.12721, -21.5099]","[29.7465, 1.13989, -6.43416]","[60.00113, -7.41531, 18.8634]","[67, 68, 105]","[145, 145, 145]","[144, 147, 111]","[67, 70, 80]","[144, 147, 111]","[67, 68, 105]","[67, 70, 80]","[145, 145, 145]",,,,,
train,166,0,apple1.png,512x512,426,-15.3179433668,10,-10,7.5R 2/8,1,1,1,train/trial_000166/initial.png,train/trial_000166/candT.png,train/trial_000166/candF.png,"[60.0, 4.19891, -11.444]","[60.0, 0.0, 0.0]","[20.23558, 36.86624, 13.99918]","[19.96523, 36.81737, 9.62559]","[60.00106, 4.19775, -11.44293]","[98, 15, 30]","[145, 145, 145]","[142, 143, 165]","[97, 15, 36]","[142, 143, 165]","[98, 15, 30]","[97, 15, 36]","[145, 145, 145]",,,,,
train,167,0,apple3.png,512x512,367,-59.9707391711,-2,-2,7.5P 8/6,1,1,1,train/trial_000167/initial.png,train/trial_000167/candT.png,train/trial_000167/candF.png,"[60.0, 0.35217, 15.00382]","[60.0, 0.0, 0.0]","[80.52685, 23.15449, -17.60556]","[80.66982, 22.95809, 4.77632]","[60.00114, 0.35026, 15.00471]","[228, 186, 233]","[145, 145, 145]","[156, 143, 118]","[245, 185, 192]","[156, 143, 118]","[228, 186, 233]","[245, 185, 192]","[145, 145, 145]",,,,,
train,168,0,apple1.png,512x512,435,36.7397589313,-3,3,2.5PB 8/2,2,4,2,train/trial_000168/initial.png,train/trial_000168/candT.png,train/trial_000168/candF.png,"[60.0, 3.66728, 17.79639]","[60.0, 0.0, 0.0]","[80.52685, 2.89909, -10.63455]","[80.22178, 5.57801, 13.64694]","[60.00116, 3.66518, 17.79728]","[196, 199, 220]","[145, 145, 145]","[163, 141, 114]","[220, 195, 174]","[163, 141, 114]","[196, 199, 220]","[220, 195, 174]","[145, 145, 145]",,,,,
train,169,0,apple1.png,512x512,392,59.2695390864,3,-13,10R 3/10,1,1,1,train/trial_000169/initial.png,train/trial_000169/candT.png,train/trial_000169/candF.png,"[60.0, 15.61174, 14.08845]","[60.0, 0.0, 0.0]","[30.37867, 43.07212, 34.48953]","[36.9121, 54.4152, 44.96346]","[60.00119, 15.60933, 14.08949]","[137, 32, 19]","[145, 145, 145]","[180, 134, 121]","[170, 29, 14]","[180, 134, 121]","[137, 32, 19]","[170, 29, 14]","[145, 145, 145]",,,,,
train,170,0,apple1.png,512x512,455,13.3984881262,-4,-7,5G 8/8,1,1,1,train/trial_000170/initial.png,train/trial_000170/candT.png,train/trial_000170/candF.png,"[60.0, 5.16972, 0.34251]","[60.0, 0.0, 0.0]","[80.52685, -39.52018, 11.25015]","[79.56243, -35.59209, 10.19542]","[60.00111, 5.16808, 0.34355]","[116, 219, 178]","[145, 145, 145]","[154, 142, 144]","[124, 215, 177]","[154, 142, 144]","[116, 219, 178]","[124, 215, 177]","[145, 145, 145]",,,,,
train,171,0,apple2.png,512x512,420,59.2465921983,-3,1,2.5G 9/10,2,1,2,train/trial_000171/initial.png,train/trial_000171/candT.png,train/trial_000171/candF.png,"[60.0, 17.41789, -11.39028]","[60.0, 0.0, 0.0]","[90.18132, -50.98216, 27.19257]","[86.81421, -33.95319, 10.26763]","[60.0011, 17.41625, -11.38911]","[130, 251, 173]","[145, 145, 145]","[166, 135, 165]","[149, 235, 197]","[166, 135, 165]","[130, 251, 173]","[149, 235, 197]","[145, 145, 145]",,,,,
train,172,0,apple3.png,512x512,387,-35.0306218334,1,-6,2.5R 7/2,1,1,1,train/trial_000172/initial.png,train/trial_000172/candT.png,train/trial_000172/candF.png,"[60.0, 19.37328, -10.56269]","[60.0, 0.0, 0.0]","[70.86085, 10.90663, -1.34263]","[71.85319, 33.57249, -12.07084]","[60.00111, 19.37153, -10.5615]","[192, 167, 176]","[145, 145, 145]","[170, 133, 164]","[226, 154, 199]","[170, 133, 164]","[192, 167, 176]","[226, 154, 199]","[145, 145, 145]",,,,,
train,173,0,apple3.png,512x512,412,3.67264057491,13,2,2.5R 5/2,1,1,1,train/trial_000173/initial.png,train/trial_000173/candT.png,train/trial_000173/candF.png,"[60.0, -12.50029, 0.39271]","[60.0, 0.0, 0.0]","[51.00375, 11.06752, -0.47675]","[50.24553, -1.36285, -1.30136]","[60.00105, -12.50128, 0.39361]","[140, 115, 123]","[145, 145, 145]","[120, 151, 143]","[116, 120, 122]","[120, 151, 143]","[140, 115, 123]","[116, 120, 122]","[145, 145, 145]",,,,,
train,174,0,apple2.png,512x512,415,28.0298674239,8,-9,10PB 3/8,2,1,2,train/trial_000174/initial.png,train/trial_000174/candT.png,train/trial_000174/candF.png,"[60.0, 11.99136, -18.71276]","[60.0, 0.0, 0.0]","[30.37867, 24.05512, -35.30984]","[32.10239, 35.26475, -50.53906]","[60.00105, 11.99021, -18.71164]","[77, 60, 127]","[145, 145, 145]","[150, 139, 177]","[80, 58, 156]","[150, 139, 177]","[77, 60, 127]","[80, 58, 156]","[145, 145, 145]",,,,,
train,175,0,apple2.png,512x512,414,-39.8649198258,-4,1,7.5PB 2/10,2,1,2,train/trial_000175/initial.png,train/trial_000175/candT.png,train/trial_000175/candF.png,"[60.0, -18.16289, -5.65704]","[60.0, 0.0, 0.0]","[20.23558, 25.49596, -44.4069]","[20.94942, 24.38572, -48.13885]","[60.00101, -18.16343, -5.65616]","[36, 39, 115]","[145, 145, 145]","[99, 154, 154]","[22, 42, 123]","[99, 154, 154]","[36, 39, 115]","[22, 42, 123]","[145, 145, 145]",,,,,
train,176,0,apple1.png,512x512,389,15.2988750595,7,0,10PB 4/10,2,1,2,train/trial_000176/initial.png,train/trial_000176/candT.png,train/trial_000176/candF.png,"[60.0, 7.34313, -2.29495]","[60.0, 0.0, 0.0]","[40.7365, 26.90598, -41.46158]","[41.21632, 31.94828, -43.47414]","[60.00111, 7.34151, -2.29387]","[101, 83, 164]","[145, 145, 145]","[156, 140, 149]","[109, 81, 169]","[156, 140, 149]","[101, 83, 164]","[109, 81, 169]","[145, 145, 145]",,,,,
train,177,0,apple2.png,512x512,409,36.5422274595,1,3,5G 7/2,4,1,4,train/trial_000177/initial.png,train/trial_000177/candT.png,train/trial_000177/candF.png,"[60.0, 7.56566, 5.6943]","[60.0, 0.0, 0.0]","[70.86085, -7.89846, 0.44757]","[70.45333, -0.16054, 6.27869]","[60.00114, 7.56377, 5.69534]","[158, 178, 172]","[145, 145, 145]","[162, 140, 135]","[177, 172, 161]","[162, 140, 135]","[158, 178, 172]","[177, 172, 161]","[145, 145, 145]",,,,,
train,178,0,apple1.png,512x512,428,57.3203175131,3,2,5R 6/10,2,2,2,train/trial_000178/initial.png,train/trial_000178/candT.png,train/trial_000178/candF.png,"[60.0, -1.59401, -9.92447]","[60.0, 0.0, 0.0]","[61.0465, 43.81469, 18.28166]","[59.06615, 37.87227, 6.90131]","[60.00104, -1.59502, -9.92346]","[225, 114, 117]","[145, 145, 145]","[132, 146, 162]","[207, 115, 132]","[132, 146, 162]","[225, 114, 117]","[207, 115, 132]","[145, 145, 145]",,,,,
train,179,0,apple1.png,512x512,411,17.3702380631,7,-13,7.5RP 9/2,1,7,1,train/trial_000179/initial.png,train/trial_000179/candT.png,train/trial_000179/candF.png,"[60.0, 0.05218, 8.53794]","[60.0, 0.0, 0.0]","[90.18132, 10.22622, -4.32595]","[90.2794, 10.49288, 8.21097]","[60.00112, 0.05046, 8.53889]","[243, 221, 235]","[145, 145, 145]","[151, 144, 130]","[254, 220, 212]","[151, 144, 130]","[243, 221, 235]","[254, 220, 212]","[145, 145, 145]",,,,,
train,180,0,apple1.png,512x512,453,-20.5111897031,5,-11,10R 3/4,3,1,3,train/trial_000180/initial.png,train/trial_000180/candT.png,train/trial_000180/candF.png,"[60.0, 3.55308, 2.9265]","[60.0, 0.0, 0.0]","[30.37867, 19.84851, 12.0144]","[31.0714, 23.05305, 14.48349]","[60.00111, 3.55141, 2.92752]","[105, 59, 54]","[145, 145, 145]","[153, 142, 140]","[112, 58, 52]","[153, 142, 140]","[105, 59, 54]","[112, 58, 52]","[145, 145, 145]",,,,,
train,181,0,apple2.png,512x512,429,-10.8826576678,2,13,7.5P 7/10,2,1,2,train/trial_000181/initial.png,train/trial_000181/candT.png,train/trial_000181/candF.png,"[60.0, -19.2028, 3.15089]","[60.0, 0.0, 0.0]","[70.86085, 38.27072, -28.03397]","[67.75792, 13.98088, -28.17278]","[60.00104, -19.20363, 3.15172]","[219, 149, 225]","[145, 145, 145]","[107, 154, 138]","[164, 159, 216]","[107, 154, 138]","[219, 149, 225]","[164, 159, 216]","[145, 145, 145]",,,,,
train,182,0,apple2.png,512x512,425,26.2818989422,-7,-8,5PB 7/4,1,1,1,train/trial_000182/initial.png,train/trial_000182/candT.png,train/trial_000182/candF.png,"[60.0, -15.95905, -17.19155]","[60.0, 0.0, 0.0]","[70.86085, 3.91074, -18.89676]","[71.90266, -7.12153, -40.1168]","[60.00096, -15.95918, -17.19064]","[162, 173, 208]","[145, 145, 145]","[86, 154, 174]","[97, 184, 249]","[86, 154, 174]","[162, 173, 208]","[97, 184, 249]","[145, 145, 145]",,,,,
train,183,0,apple3.png,512x512,401,22.6098802349,-3,12,5YR 7/6,1,1,1,train/trial_000183/initial.png,train/trial_000183/candT.png,train/trial_000183/candF.png,"[60.0, 7.40735, 11.37142]","[60.0, 0.0, 0.0]","[70.86085, 19.32711, 27.22162]","[72.94467, 32.93092, 39.76504]","[60.00116, 7.40529, 11.37242]","[222, 159, 125]","[145, 145, 145]","[165, 140, 125]","[253, 154, 108]","[165, 140, 125]","[222, 159, 125]","[253, 154, 108]","[145, 145, 145]",,,,,
train,184,0,apple3.png,512x512,394,-1.16157410193,-5,9,5YR 5/2,1,1,1,train/trial_000184/initial.png,train/trial_000184/candT.png,train/trial_000184/candF.png,"[60.0, 3.83788, -7.4882]","[60.0, 0.0, 0.0]","[51.00375, 8.77646, 6.88383]","[50.99743, 11.56401, 0.8141]","[60.00107, 3.83658, -7.48714]","[141, 116, 110]","[145, 145, 145]","[145, 143, 158]","[142, 115, 120]","[145, 143, 158]","[141, 116, 110]","[142, 115, 120]","[145, 145, 145]",,,,,
train,185,0,apple1.png,512x512,383,55.1981044919,-1,4,10BG 7/2,2,1,2,train/trial_000185/initial.png,train/trial_000185/candT.png,train/trial_000185/candF.png,"[60.0, 5.82792, 13.22939]","[60.0, 0.0, 0.0]","[70.86085, -5.00822, -7.82533]","[70.26752, -0.76572, 7.47995]","[60.00116, 5.82586, 13.23035]","[156, 177, 187]","[145, 145, 145]","[164, 140, 122]","[176, 172, 158]","[164, 140, 122]","[156, 177, 187]","[176, 172, 158]","[145, 145, 145]",,,,,
train,186,0,apple3.png,512x512,434,10.6684865969,6,4,2.5PB 6/6,2,1,2,train/trial_000186/initial.png,train/trial_000186/candT.png,train/trial_000186/candF.png,"[60.0, -7.89169, 1.4646]","[60.0, 0.0, 0.0]","[61.0465, -0.23476, -27.05474]","[61.46676, -6.65244, -24.38884]","[60.00107, -7.89289, 1.46554]","[115, 150, 195]","[145, 145, 145]","[131, 149, 142]","[104, 154, 191]","[131, 149, 142]","[115, 150, 195]","[104, 154, 191]","[145, 145, 145]",,,,,
train,187,0,apple1.png,512x512,421,29.8008409046,-10,-2,5YR 3/6,1,1,1,train/trial_000187/initial.png,train/trial_000187/candT.png,train/trial_000187/candF.png,"[60.0, 8.51819, -18.68183]","[60.0, 0.0, 0.0]","[30.37867, 20.31884, 28.62968]","[29.94752, 21.31256, 23.12363]","[60.00103, 8.51718, -18.68073]","[110, 58, 27]","[145, 145, 145]","[143, 141, 177]","[109, 56, 35]","[143, 141, 177]","[110, 58, 27]","[109, 56, 35]","[145, 145, 145]",,,,,
train,188,0,apple3.png,512x512,367,-30.3398698289,5,3,2.5BG 7/4,2,1,2,train/trial_000188/initial.png,train/trial_000188/candT.png,train/trial_000188/candF.png,"[60.0, 2.25193, 16.62959]","[60.0, 0.0, 0.0]","[70.86085, -17.38744, -3.07038]","[70.04263, -18.42721, 15.11849]","[60.00115, 2.24991, 16.63049]","[133, 183, 178]","[145, 145, 145]","[160, 142, 116]","[147, 180, 143]","[160, 142, 116]","[133, 183, 178]","[147, 180, 143]","[145, 145, 145]",,,,,
train,189,0,apple2.png,512x512,451,24.4181538047,-5,-3,2.5PB 3/2,1,1,1,train/trial_000189/initial.png,train/trial_000189/candT.png,train/trial_000189/candF.png,"[60.0, -5.51432, -17.41082]","[60.0, 0.0, 0.0]","[30.37867, 1.10161, -12.103]","[31.03608, 1.58396, -23.79646]","[60.00099, -5.51486, -17.40983]","[62, 72, 90]","[145, 145, 145]","[114, 149, 175]","[48, 74, 110]","[114, 149, 175]","[62, 72, 90]","[48, 74, 110]","[145, 145, 145]",,,,,
train,190,0,apple1.png,512x512,457,46.3451266144,-5,6,7.5B 7/2,1,1,1,train/trial_000190/initial.png,train/trial_000190/candT.png,train/trial_000190/candF.png,"[60.0, -1.43918, 16.92931]","[60.0, 0.0, 0.0]","[70.86085, -0.7958, -10.1446]","[70.53328, -4.50369, 10.6416]","[60.00114, -1.44108, 16.93016]","[162, 175, 192]","[145, 145, 145]","[154, 144, 115]","[172, 174, 153]","[154, 144, 115]","[162, 175, 192]","[172, 174, 153]","[145, 145, 145]",,,,,
train,191,0,apple3.png,512x512,421,-8.96727023076,5,4,10GY 6/8,1,1,1,train/trial_000191/initial.png,train/trial_000191/candT.png,train/trial_000191/candF.png,"[60.0, -19.94634, 5.83315]","[60.0, 0.0, 0.0]","[61.0465, -34.65432, 29.77261]","[63.27302, -47.65471, 36.13268]","[60.00105, -19.94723, 5.83396]","[99, 162, 93]","[145, 145, 145]","[109, 154, 134]","[73, 173, 85]","[109, 154, 134]","[99, 162, 93]","[73, 173, 85]","[145, 145, 145]",,,,,
train,192,0,apple1.png,512x512,393,2.39126150268,3,-8,5B 6/4,3,1,3,train/trial_000192/initial.png,train/trial_000192/candT.png,train/trial_000192/candF.png,"[60.0, -10.84919, 9.05883]","[60.0, 0.0, 0.0]","[61.0465, -8.68648, -15.80505]","[61.45445, -19.52674, -4.37293]","[60.00108, -10.85053, 9.05969]","[111, 153, 175]","[145, 145, 145]","[131, 150, 128]","[101, 159, 155]","[131, 150, 128]","[111, 153, 175]","[101, 159, 155]","[145, 145, 145]",,,,,
train,193,0,apple1.png,512x512,424,56.6855906094,2,-4,5G 8/8,1,1,1,train/trial_000193/initial.png,train/trial_000193/candT.png,train/trial_000193/candF.png,"[60.0, 7.9073, -14.86845]","[60.0, 0.0, 0.0]","[80.52685, -39.52018, 11.25015]","[79.91237, -29.60277, -6.44207]","[60.00105, 7.90614, -14.86735]","[116, 219, 178]","[145, 145, 145]","[146, 141, 171]","[118, 214, 209]","[146, 141, 171]","[116, 219, 178]","[118, 214, 209]","[145, 145, 145]",,,,,
train,194,0,apple2.png,512x512,372,-4.6577609277,-4,0,5B 8/6,1,1,1,train/trial_000194/initial.png,train/trial_000194/candT.png,train/trial_000194/candF.png,"[60.0, -14.55132, 6.89647]","[60.0, 0.0, 0.0]","[80.52685, -15.08761, -23.23509]","[81.8266, -30.20973, -10.58486]","[60.00106, -14.55245, 6.89732]","[134, 210, 242]","[145, 145, 145]","[122, 152, 132]","[113, 220, 222]","[122, 152, 132]","[134, 210, 242]","[113, 220, 222]","[145, 145, 145]",,,,,
train,195,0,apple2.png,512x512,448,-51.2012293164,6,1,10B 3/2,1,1,1,train/trial_000195/initial.png,train/trial_000195/candT.png,train/trial_000195/candF.png,"[60.0, 6.63404, 14.91546]","[60.0, 0.0, 0.0]","[30.37867, -0.78469, -11.5206]","[29.76532, 0.24379, -1.53724]","[60.00116, 6.63191, 14.91641]","[59, 73, 89]","[145, 145, 145]","[166, 140, 119]","[69, 70, 72]","[166, 140, 119]","[59, 73, 89]","[69, 70, 72]","[145, 145, 145]",,,,,
train,196,0,apple3.png,512x512,399,17.4606807904,9,12,5GY 6/6,1,1,1,train/trial_000196/initial.png,train/trial_000196/candT.png,train/trial_000196/candF.png,"[60.0, -16.45028, -3.04694]","[60.0, 0.0, 0.0]","[61.0465, -16.44539, 34.84932]","[61.49332, -34.47854, 33.35133]","[60.00102, -16.45099, -3.04606]","[140, 154, 84]","[145, 145, 145]","[107, 153, 149]","[103, 163, 87]","[107, 153, 149]","[140, 154, 84]","[103, 163, 87]","[145, 145, 145]",,,,,
train,197,0,apple2.png,512x512,448,4.85247367734,-3,2,7.5YR 2/4,1,1,1,train/trial_000197/initial.png,train/trial_000197/candT.png,train/trial_000197/candF.png,"[60.0, -1.03495, 4.66389]","[60.0, 0.0, 0.0]","[20.23558, 11.82777, 20.11142]","[20.38529, 12.11954, 21.37093]","[60.0011, -1.0365, 4.66486]","[72, 42, 19]","[145, 145, 145]","[146, 145, 136]","[73, 42, 18]","[146, 145, 136]","[72, 42, 19]","[73, 42, 18]","[145, 145, 145]",,,,,
train,198,0,apple1.png,512x512,459,37.3238360061,4,13,7.5P 2/2,1,1,1,train/trial_000198/initial.png,train/trial_000198/candT.png,train/trial_000198/candF.png,"[60.0, -4.08266, 19.86894]","[60.0, 0.0, 0.0]","[20.23558, 10.73349, -8.80817]","[20.09033, 8.14668, 2.5314]","[60.00114, -4.08454, 19.86973]","[59, 44, 62]","[145, 145, 145]","[151, 146, 110]","[61, 44, 45]","[151, 146, 110]","[59, 44, 62]","[61, 44, 45]","[145, 145, 145]",,,,,
train,199,0,apple3.png,512x512,449,-13.5133835935,-5,4,10RP 7/6,1,1,1,train/trial_000199/initial.png,train/trial_000199/candT.png,train/trial_000199/candF.png,"[60.0, -18.85685, 19.90884]","[60.0, 0.0, 0.0]","[70.86085, 27.71444, 1.79549]","[68.88862, 5.01943, 21.56622]","[60.00109, -18.85822, 19.9095]","[223, 155, 171]","[145, 145, 145]","[123, 153, 109]","[191, 164, 129]","[123, 153, 109]","[223, 155, 171]","[191, 164, 129]","[145, 145, 145]",,,,,
train,200,0,apple1.png,512x512,452,-37.2226442146,0,5,7.5YR 4/8,1,1,1,train/trial_000200/initial.png,train/trial_000200/candT.png,train/trial_000200/candF.png,"[60.0, 16.81379, -2.7243]","[60.0, 0.0, 0.0]","[40.7365, 19.64383, 44.10769]","[43.4014, 34.49245, 47.555]","[60.00114, 16.81184, -2.72314]","[140, 82, 18]","[145, 145, 145]","[172, 134, 150]","[167, 76, 20]","[172, 134, 150]","[140, 82, 18]","[167, 76, 20]","[145, 145, 145]",,,,,
val,1,0,apple3.png,512x512,361,31.348827751,-7,-1,7.5YR 7/6,1,2,1,val/trial_000001/initial.png,val/trial_000001/candT.png,val/trial_000001/candF.png,"[60.0, -4.29336, -1.48485]","[60.0, 0.0, 0.0]","[70.86085, 15.70271, 31.03083]","[70.12497, 8.79654, 28.70152]","[60.00107, -4.29459, -1.48388]","[218, 162, 118]","[145, 145, 145]","[135, 147, 147]","[204, 164, 120]","[135, 147, 147]","[218, 162, 118]","[204, 164, 120]","[145, 145, 145]",,,,,
val,2,0,apple1.png,512x512,432,14.7209807894,-4,8,2.5P 7/2,2,1,2,val/trial_000002/initial.png,val/trial_000002/candT.png,val/trial_000002/candF.png,"[60.0, 14.17082, 12.24112]","[60.0, 0.0, 0.0]","[70.86085, 7.70267, -10.03585]","[71.11257, 23.03797, 5.66567]","[60.00118, 14.16851, 12.24217]","[179, 170, 192]","[145, 145, 145]","[177, 135, 124]","[218, 159, 165]","[177, 135, 124]","[179, 170, 192]","[218, 159, 165]","[145, 145, 145]",,,,,
val,3,0,apple1.png,512x512,381,31.2938476915,8,-7,5B 6/8,1,1,1,val/trial_000003/initial.png,val/trial_000003/candT.png,val/trial_000003/candF.png,"[60.0, 3.95672, 4.25584]","[60.0, 0.0, 0.0]","[61.0465, -19.53399, -29.90713]","[59.83843, -21.27038, -26.27731]","[60.00112, 3.955, 4.25686]","[24, 159, 199]","[145, 145, 145]","[155, 142, 137]","[27, 157, 190]","[155, 142, 137]","[24, 159, 199]","[27, 157, 190]","[145, 145, 145]",,,,,
val,4,0,apple1.png,512x512,440,-21.8419985452,-5,0,5G 4/2,2,1,2,val/trial_000004/initial.png,val/trial_000004/candT.png,val/trial_000004/candF.png,"[60.0, 19.70632, -16.45236]","[60.0, 0.0, 0.0]","[40.7365, -7.47262, 0.8602]","[40.1618, 6.81746, -12.11905]","[60.00109, 19.70479, -16.45117]","[83, 100, 94]","[145, 145, 145]","[166, 134, 174]","[96, 92, 114]","[166, 134, 174]","[83, 100, 94]","[96, 92, 114]","[145, 145, 145]",,,,,
val,5,0,apple2.png,512x512,382,-32.6137382901,0,4,7.5G 8/4,1,1,1,val/trial_000005/initial.png,val/trial_000005/candT.png,val/trial_000005/candF.png,"[60.0, -19.70357, 2.78063]","[60.0, 0.0, 0.0]","[80.52685, -18.42793, 1.64099]","[82.17295, -38.50939, 7.60785]","[60.00103, -19.70437, 2.78146]","[162, 210, 196]","[145, 145, 145]","[106, 154, 139]","[119, 224, 189]","[106, 154, 139]","[162, 210, 196]","[119, 224, 189]","[145, 145, 145]",,,,,
val,6,0,apple3.png,512x512,421,16.4968423915,2,7,10PB 7/8,1,1,1,val/trial_000006/initial.png,val/trial_000006/candT.png,val/trial_000006/candF.png,"[60.0, 16.68351, 14.23064]","[60.0, 0.0, 0.0]","[70.86085, 18.81043, -34.32624]","[70.62851, 32.06888, -13.39235]","[60.0012, 16.68106, 14.2317]","[175, 165, 236]","[145, 145, 145]","[182, 133, 120]","[219, 152, 198]","[182, 133, 120]","[175, 165, 236]","[219, 152, 198]","[145, 145, 145]",,,,,
val,7,0,apple3.png,512x512,410,-50.3235211712,-5,-8,10Y 8/8,2,1,2,val/trial_000007/initial.png,val/trial_000007/candT.png,val/trial_000007/candF.png,"[60.0, -3.22901, 2.47203]","[60.0, 0.0, 0.0]","[80.52685, -9.51531, 55.13471]","[80.59699, -13.25095, 56.42264]","[60.00109, -3.23041, 2.473]","[215, 202, 93]","[145, 145, 145]","[141, 146, 140]","[209, 205, 90]","[141, 146, 140]","[215, 202, 93]","[209, 205, 90]","[145, 145, 145]",,,,,
